"options.role.psychic.message.header" : "通灵频道"
"stats.psychic.searching" : "已用搜寻次数"
"stats.psychic.messages" : "获得信息次数"

"role.provocateur.name" : "挑衅者"
"role.provocateur.short" : "挑"
"role.provocateur.blurb" : "我要是死了，你也别想活着!"
"options.role.provocateur.detail" : "挑衅者在技能期间被刀，可连带伪装者一同死亡"
"options.role.provocateur.embroilCoolDown" : "挑衅冷却"
"options.role.provocateur.embroilAdditionalCoolDown" : "挑衅后追加冷却"
"options.role.provocateur.embroilDuration" : "挑衅持续时间"
"stats.provocateur.taskPhase" : "行动期间连带次数"
"stats.provocateur.exile" : "会议期间连带次数"

"role.seer.name" : "灵媒"
"role.seer.short" : "灵"
"role.seer.blurb" : "死亡的闪烁"
"options.role.seer.detail" : "灵媒会在玩家死亡地点看到白色灵魂标记"
"options.role.seer.ghostDuration" : "鬼魂标记持续时间"
"options.role.seer.canSeeGhostsInShadow" : "可见阴影区域鬼魂标记"

"role.sheriff.name" : "警长"
"role.sheriff.short" : "警"
"role.sheriff.blurb" : "找出并击毙伪装者"
"options.role.sheriff.detail" : "警长可以尝试击杀其他成员。<br>尝试击杀船员则会暴毙。"
"options.role.sheriff.canKillMadmate" : "可击杀叛徒"
"options.role.sheriff.canKillLovers" : "可击杀恋人"
"options.role.sheriff.killCoolDown" : "击杀冷却"
"options.role.sheriff.numOfShots" : "击杀次数"
"options.role.sheriff.canKillHidingPlayer" : "可击杀通风口内玩家"
"options.role.sheriff.sealAbilityUntilReportingDeadBodies" : "在发现尸体前不能进行击杀"
"stats.sheriff.shot" : "正确执法次数"
"stats.sheriff.misshot" : "走火次数"

"role.ubiquitous.name" : "无人机飞手"
"role.ubiquitous.short" : "飞"
"role.ubiquitous.blurb" : "你无处遁形!"
"options.role.ubiquitous.detail" : "飞手可随时随地操纵无人机。会议后，<br>已部署的无人机将在地图上显示附近玩家的位置。"
"options.role.ubiquitous.microphoneRadious" : "无人机麦克风范围"
"options.role.ubiquitous.droneCoolDown" : "无人机冷却"
"options.role.ubiquitous.droneDuration" : "无人机持续时间"
"options.role.ubiquitous.detectionRadious" : "无人机探测范围"
"options.role.ubiquitous.doorHackCoolDown" : "黑入门禁冷却时间"
"options.role.ubiquitous.doorHackRadious" : "黑入门禁范围"
"role.ubiquitous.droneRange" : "飞手<color=white>: 无人机探测范围</color>"
"stats.ubiquitous.drones" : "无人机召唤次数"

# Impostor Roles

"role.impostor.name" : "伪装者"
"role.impostor.short" : "伪"
"role.impostor.blurb" : "击杀船员，进行破坏"
"options.role.impostor.detail" : "普通内鬼无特殊能力。"
"options.role.impostor.canKillHidingPlayer" : "可击杀通风口内玩家"

"role.alien.name" : "外星人"
"role.alien.short" : "外"
"role.alien.blurb" : "超越智能之存在"
"options.role.alien.detail" : "外星人可通过控制管理地图与生命监测器造成混乱。"
"options.role.alien.emiCoolDown" : "电磁干扰冷却"
"options.role.alien.emiDuration" : "电磁干扰持续时间"
"options.role.alien.invalidateCoolDown" : "黑入终端冷却"
"options.role.alien.numOfInvalidations" : "黑入终端次数"

"role.berserker.name" : "狂战士"
"role.berserker.short" : "狂战"
"role.berserker.blurb" : "[最终指令]粉碎一切!!"
"options.role.berserker.detail" : "狂暴以进行连续击杀!<br>狂战士是一个伪装者职业，在暴露身份后进入强化状态。"
"options.role.berserker.killCooldown" : "狂暴击杀冷却"
"options.role.berserker.accelRate" : "狂暴速度倍率"
"options.role.berserker.canCalmDown" : "狂暴后可进入冷静状态"
"options.role.berserker.berserkCooldown" : "狂暴冷却"
"options.role.berserker.maxBerserkDuration" : "狂暴最大持续时间"
"options.role.berserker.killingForTrance" : "进入狂暴状态所需击杀数"
"options.role.berserker.bersekSEStrength" : "狂暴音效范围"
"stats.berserker.berserk" : "进入狂暴状态次数"

"role.bountyHunter.name" : "赏金猎人"
"role.bountyHunter.short" : "赏金"
"role.bountyHunter.blurb" : "拿钱办事!"
"options.role.bountyHunter.detail" : "赏金猎人成功击杀目标将大幅缩减冷却。<br>但击杀错误目标会获得冷却惩罚。"
"options.role.bountyHunter.bountyKillCoolDown" : "正确击杀目标冷却"
"options.role.bountyHunter.othersKillCoolDown" : "击杀错误目标冷却"
"options.role.bountyHunter.changeBountyInterval" : "切换目标间隔"
"options.role.bountyHunter.showBountyArrow" : "箭头指向赏金目标"
"options.role.bountyHunter.arrowUpdateInterval" : "追猎目标箭头更新间隔"
"stats.bountyHunter.bountyKill" : "击杀赏金目标数量"
"stats.bountyHunter.othersKill" : "击杀错误目标数量"

"role.bubblegun.name" : "泡泡枪手"
"role.bubblegun.short" : "抛"
"role.bubblegun.blurb" : "泣声皆噤"
"options.role.bubblegun.detail" : "泡泡枪手通过发射泡泡困住并击杀船员。<br>被困住的尸体无法报告"
"options.role.bubblegun.bubbleCooldown" : "发射冷却"
"options.role.bubblegun.bubbleSize" : "泡泡大小"
"options.role.bubblegun.bubbleSpeed" : "泡泡飞行速度"
"options.role.bubblegun.bubbleDuration" : "泡泡存在时间"
"options.role.bubblegun.maxBubbles" : "最大发射次数"
"options.role.bubblegun.eraseBubblesOnMeeting" : "会议不显示被困尸体"
"options.role.bubblegun.canKillImpostor" : "可击杀队友"
"options.role.bubblegun.bubblePopWhenHitWall" : "泡泡撞墙则破裂"
"stats.bubblegun.bubble" : "泡泡发射次数"

"role.camouflager.name" : "隐蔽者"
"role.camouflager.short" : "蔽"
"role.camouflager.blurb" : "颜色即是谎言，人群即是掩护。"
"options.role.camouflager.detail" : "使用隐蔽以阻止玩家互认"
"options.role.camouflager.camoCoolDown" : "隐蔽冷却"
"options.role.camouflager.camoDuration" : "隐蔽持续时间"
"options.role.camouflager.canInvokeCamoAfterDeath" : "死亡后也可使用技能"
"stats.camouflager.camo" : "隐蔽次数"

"role.cannon.name" : "空气炮手"
"role.cannon.short" : "炮"
"role.cannon.blurb" : "全都轰成渣!"
"options.role.cannon.detail" : "使用空气炮击飞附近的玩家"
"options.role.cannon.markCooldown" : "标记冷却"
"options.role.cannon.numOfMarks" : "可同时标记数"
"options.role.cannon.cannonCooldown" : "开炮冷却"
"options.role.cannon.cannonPower" : "空气炮威力"
"options.role.cannon.cannonPowerAttenuation" : "空气炮威力衰减"
"stats.cannon.fire" : "开炮次数"
"stats.cannon.players" : "击飞人数"

"role.cleaner.name" : "清理者"
"role.cleaner.short" : "清"
"role.cleaner.blurb" : "斩尽杀绝，不留痕迹"
"options.role.cleaner.detail" : "藏好自己，做好清理"
"options.role.cleaner.cleanCoolDown" : "清理冷却"
"options.role.cleaner.syncKillAndCleanCoolDown" : "清理与击杀同步冷却"
"stats.cleaner.clean" : "清理尸体次数"

"role.cupid.name" : "丘比特"
"role.cupid.short" : "丘"
"role.cupid.blurb" : "堕落天使"
"options.role.cupid.detail" : "丘比特是可以创建恋人的伪装者。<br> 创建的恋人之间的红线可以击杀其他玩家。"
"options.role.cupid.selectCooldown" : "指定玩家冷却"
"options.role.cupid.laserDelayByCupid" : "丘比特发动牵线延迟"
"options.role.cupid.laserDelayByLover" : "恋人发动牵线延迟"
"options.role.cupid.laserCooldown" : "牵线冷却"
"options.role.cupid.laserDuration" : "红线持续时间"
"options.role.cupid.laserRadius" : "红线判定范围"
"options.role.cupid.laserSeStrength" : "播放红线音效范围"
"stats.cupid.lovers" : "牵线成功对数"
"stats.cupid.laserCupid" : "月老牵线次数"
"stats.cupid.laserLover" : "恋人牵线次数"

"role.destroyer.name" : "毁灭者"
"role.destroyer.short" : "毁"
"role.destroyer.blurb" : "碾碎一切！"
"options.role.destroyer.detail" : "毁灭者击杀玩家后不会产生尸体。<br>但击杀所需时间会变长"
"options.role.destroyer.destroyCoolDown" : "毁灭冷却"
"options.role.destroyer.phasesOfDestroying" : "完全碾压所需时间"
"options.role.destroyer.killSEStrength" : "播放碾压音效范围"
"options.role.destroyer.leaveKillEvidence" : "碾压后留下血迹"
"options.role.destroyer.canReportKillScene" : "可以报告碾压现场"
"stats.destroyer.reported" : "碾压期间被报告次数"

"role.disturber.name" : "干扰者"
"role.disturber.short" : "干"
"role.disturber.blurb" : "此路不通"
"options.role.disturber.detail" : "干扰者可以放置电极，并在电极之间创建一个电磁屏障。<br>电磁屏障会阻碍玩家移动。"
"options.role.disturber.placeCoolDown" : "放置电极冷却"
"options.role.disturber.disturbCoolDown" : "干扰冷却时间"
"options.role.disturber.disturbDuration" : "干扰持续时间"
"options.role.disturber.maxNumOfPoles" : "最大电极数量"
"options.role.disturber.maxDistanceBetweenPoles" : "最大电极间距"
"role.disturber.ui.removePoles" : "<b>左击</b>: 摧毁电极。"
"stats.disturber.pole" : "放置电极数量"
"stats.disturber.disturb" : "干扰次数"

"role.effacer.name" : "擦除者"
"role.effacer.short" : "擦"
"role.effacer.blurb" : "被遗忘所封存的终焉"
"options.role.effacer.detail" : "擦除者可使其他玩家进入隐形状态，以此迷惑船员。"
"options.role.effacer.effaceCoolDown" : "擦除冷却"
"options.role.effacer.effaceDuration" : "擦除持续时间"
"stats.effacer.efface" : "擦除玩家次数"

"role.evilGuesser.name" : "邪恶的赌怪"
"role.evilGuesser.short" : "邪赌"
"role.evilGuesser.blurb" : "猜测玩家身份进行赌杀"
"options.role.evilGuesser.detail" : "赌怪可通过在会议中猜测其他玩家的身份进行赌杀。<br>猜错则自己死亡。"

"role.evilTracker.name" : "邪恶的追踪者"
"role.evilTracker.short" : "邪追"
"role.evilTracker.blurb" : "你被我尾随了"
"options.role.evilTracker.detail" : "邪恶的追踪者可以追踪其他玩家并获得其位置。<br>同时可以在会议中查看任务进度。"
"options.role.evilTracker.showKillFlash" : "队友击杀时闪光"
"options.role.evilTracker.trackCoolDown" : "追踪冷却"
"options.role.evilTracker.taskTracking" : "任务追踪"
"options.role.evilTracker.taskTracking.off" : "关"
"options.role.evilTracker.taskTracking.onlyTarget" : "仅追踪目标"
"options.role.evilTracker.taskTracking.on" : "开"
"options.role.evilTracker.updateArrowInterval" : "箭头更新频率"
"options.role.evilTracker.canChangeTarget" : "行动期间可更改目标"
"options.role.evilTracker.canChangeTargetOnMeeting" : "会议期间可更改目标"
"options.role.evilTracker.trackImpostors" : "添加指向队友的箭头"
"options.role.evilTracker.showTrackingTargetOnMap" : "在地图上显示追踪目标"
"options.role.evilTracker.canCheckTrackingTasksInTaskPhase" : "显示任务具体位置"
"options.role.evilTracker.showWhereTrackingIs" : "显示追踪对象所在房间名"
"options.role.evilTracker.group.playerTracking" : "位置追踪设置"
"options.role.evilTracker.group.taskTracking" : "任务追踪设置"

"role.evilTrapper.name" : "邪恶的设陷者"
"role.evilTrapper.short" : "邪陷"
"role.evilTrapper.blurb" : "你的陷阱是害人的!"
"options.role.evilTrapper.detail" : "邪恶的设陷者可在地图上放置不同效果的陷阱。<br>如果陷阱杀死一名玩家，击杀冷却也会重置。"
"options.role.evilTrapper.killTrapSoundDistance" : "安放击杀陷阱音效传播距离"
"options.role.evilTrapper.costOfKillTrap" : "击杀陷阱设置成本"
"options.role.evilTrapper.killTrapSize" : "击杀陷阱判定范围"

"role.gimlet.name" : "电钻人"
"role.gimlet.short" : "钻"
"role.gimlet.blurb" : "你要撞大运咯!"
"options.role.gimlet.detail" : "电钻人可以变成钻头进行大规模杀伤"
"options.role.gimlet.drillCooldown" : "钻头冷却"
"options.role.gimlet.drillSize" : "钻头大小"
"options.role.gimlet.drillSpeed" : "钻头移动速度"
"options.role.gimlet.canKillImpostor" : "可以击杀队友"
"options.role.gimlet.drillSeStrength" : "钻头音效传播范围"
"options.role.gimlet.frictionResistance" : "允许突进最大角度"
"stats.gimlet.drill" : "钻头使用次数"
"ui.action.gimlet.drill" : "变身为钻头，发起突进。"
"role.gimlet.soundRange" : "电钻人: <color=white>音效传播范围</color>"
"role.gimlet.drillSize" : "电钻人<color=white>: 钻头碰撞体积</color>"

"role.hadar.name" : "矿工"
"role.hadar.short" : "矿"
"role.hadar.blurb" : "阴暗地爬行"
"options.role.hadar.detail" : "矿工可在地下自由移动.<br>玩家看不到在地下的矿工。"
"options.role.hadar.diveCooldown" : "遁地冷却"
"options.role.hadar.accelRateUnderground" : "遁地移动速度倍率"
"options.role.hadar.gushFromVents" : "仅可从最近的通风口跳出"
"options.role.hadar.ventDetectionRange" : "通风口检测范围"
"options.role.hadar.leftDivingEvidence" : "遁地留下证据"
"stats.hadar.dive" : "遁地使用次数"

"role.illusioner.name" : "模仿者"
"role.illusioner.short" : "模"
"role.illusioner.blurb" : "眼见不一定为真!"
"options.role.illusioner.detail" : "模仿者同时具有画皮师与化形者的能力。"
"options.role.illusioner.sampleCoolDown" : "取样冷却"
"options.role.illusioner.morphCoolDown" : "化形冷却"
"options.role.illusioner.morphDuration" : "化形持续时间"
"options.role.illusioner.paintCoolDown" : "画皮冷却时间"
"options.role.illusioner.loseSampleOnMeeting" : "会议结束后需重新采样"
"options.role.illusioner.transformAfterMeeting" : "技能在会议结束后生效"
"options.role.illusioner.sampleOriginalLook" : "显示被取样玩家外观"
"stats.illusioner.sample" : "取样使用次数"
"stats.illusioner.morph" : "化形使用次数"
"stats.illusioner.paint" : "画皮使用次数"

"role.jailer.name" : "狱卒"
"role.jailer.short" : "狱"
"role.jailer.blurb" : "一切尽在掌控之中"
"options.role.jailer.detail" : "狱卒可以远程查看管理地图。"
"options.role.jailer.canMoveWithMapWatching" : "可在打开管理地图时移动"
"options.role.jailer.canUseAdminOnMeeting" : "可在会议中使用管理地图"
"options.role.jailer.canIdentifyDeadBodies" : "可在管理地图中识别尸体"
"options.role.jailer.canIdentifyImpostors" : "可在管理地图中识别队友"
"options.role.jailer.inheritAbilityOnDying" : "死亡后队友继承狱卒能力"

"role.marionette.name" : "木偶师"
"role.marionette.short" : "偶"
"role.marionette.blurb" : "There Is No Intention"
"options.role.marionette.detail" : "木偶师可以放置一个所有人可见的木偶.<br>木偶师可以查看木偶周围的情况,并与其交换位置。"
"options.role.marionette.placeCoolDown" : "放置冷却"
"options.role.marionette.swapCoolDown" : "交换位置冷却"
"options.role.marionette.decoyDuration" : "木偶存在时间"
"options.role.marionette.canSeeDecoyInShadow" : "可见木偶周围状况"
"stats.marionette.decoy" : "放置木偶次数"
"stats.marionette.swap" : "与木偶换位次数"

"role.morphing.name" : "化形者"
"role.morphing.short" : "化"
"role.morphing.blurb" : "改变外观避免被抓"
"options.role.morphing.detail" : "化形者可以取样玩家，然后变成他的外观进行击杀。"
"options.role.morphing.sampleCoolDown" : "取样冷却"
"options.role.morphing.morphCoolDown" : "化形冷却"
"options.role.morphing.morphDuration" : "化形持续时间"
"options.role.morphing.loseSampleOnMeeting" : "会议结束后需重新取样"
"stats.morphing.sample" : "取样次数"
"stats.morphing.morph" : "化形次数"

"role.nightmare.name" : "梦魇"
"role.nightmare.short" : "梦"
"role.nightmare.blurb" : "噩梦缠绕"
"options.role.nightmare.detail" : "掌控夜幕，将暗影遍覆于众籽之上。"
"options.role.nightmare.placeCooldown" : "放置种子冷却"
"options.role.nightmare.nightmareCooldown" : "夜幕冷却"
"options.role.nightmare.nightmareDuration" : "夜幕持续时间"
"options.role.nightmare.nightSize" : "夜幕范围"
"options.role.nightmare.disposableNightSeed" : "种子触发后将其移除(一次性)"
"options.role.nightmare.numOfNightSeed" : "种子数量"
"options.role.nightmare.inShadowLightSize" : "夜幕笼罩区域视野范围"
"stats.nightmare.place" : "放置种子数量"
"stats.nightmare.nightmare" : "夜幕发动次数"

"role.painter.name" : "画皮师"
"role.painter.short" : "画"
"role.painter.blurb" : "多么美妙的皮囊"
"options.role.painter.detail" : "画皮师可以改变其他玩家的外观."
"options.role.painter.sampleCoolDown" : "取样冷却"
"options.role.painter.paintCoolDown" : "画皮冷却"
"options.role.painter.loseSampleOnMeeting" : "会议结束后需重新取样"
"options.role.painter.transformAfterMeeting" : "技能在会议结束后生效"
"stats.painter.sample" : 取样次数"
"stats.painter.paint" : "画皮次数"

"role.quack.name" : "江湖郎中"
"role.quack.short" : "郎中"
"role.quack.blurb" : "声誉叫得最响亮!"
"options.role.quack.detail" : "江湖郎中可通过生命监测器远程发起报告。"
"stats.quack.report" : "远程发起报告次数"

"role.raider.name" : "强盗"
"role.raider.short" : "强"
"role.raider.blurb" : "一斧制敌♪"
"options.role.raider.detail" : "强盗仅可通过投掷斧头进行击杀。<br>投掷出的斧头会遗留现场。"
"options.role.raider.throwCoolDown" : "投掷冷却"
"options.role.raider.axeSize" : "斧头大小"
"options.role.raider.axeSpeed" : "斧头飞行速度"
"options.role.raider.canKillImpostor" : "可以击杀队友"
"role.raider.axeSize" : "强盗<color=white>: 斧头判定范围</color>"
"stats.raider.thrown" : "投掷斧头次数"

"role.reaper.name" : "送葬者"
"role.reaper.short" : "送"
"role.reaper.blurb" : "你好，〇〇快递到了"
"options.role.reaper.detail" : "送葬者可以拖拽尸体。"
"options.role.reaper.useVentWhileHoldingDeadbody" : 拖拽尸体时可以使用通风口"
"stats.reaper.ventWithDeadBody" : "携带尸体跳管次数"

"role.rokurokubi.name" : "辘轳首"
"role.rokurokubi.short" : "辘"
"role.rokurokubi.blurb" : "渴待良机"
"options.role.rokurokubi.detail" : "辘轳首可以伸长脖子，远距离击杀其他玩家。<br>脖子可以跨越墙壁延伸。"
"options.role.rokurokubi.craneSpeed" : "脖颈伸长速度"
"options.role.rokurokubi.maxNeckLength" : "脖颈最大长度"
"options.role.rokurokubi.autoKillInCraning" :  "长颈状态下自动击杀"
"ui.action.rokurokubi.pause" : "按住时脖颈暂停伸长"

"role.sculptor.name" : "雕塑家"
"role.sculptor.short" : "雕"
"role.sculptor.blurb" : "混乱制造者"
"options.role.sculptor.detail" : "雕塑家会生成玩家的塑像，这些塑像将在地图中四处移动。<br>塑像与对应玩家外貌相同，很难分辨!"
"options.role.sculptor.sampleCoolDown" : "取样冷却"
"options.role.sculptor.createCoolDown" : "塑造冷却"
"options.role.sculptor.maxSamples" : "最大可保存样本数"
"options.role.sculptor.stayDurationAfterMoving" : "塑像移动后停留时间"
"options.role.sculptor.detectionRadius" : "塑像探知范围"
"stats.sculptor.sample" : "取样次数"
"stats.sculptor.create" : "塑造次数"
"ui.action.sculptor.sample" : "采样"
"ui.action.sculptor.create" : "打开地图选择塑像移动目标位置。<br>选择目标位置和外貌后，塑像将会出现并主动移动到目标地点。"

"role.snatcher.name" : "盗技者"
"role.snatcher.short" : "盗"
"role.snatcher.blurb" : "你的就是我的"
"role.snatcher.prefix" : "盗取"
"options.role.snatcher.detail" : "盗技者可以夺取并使用其他玩家的职业能力。"
"options.role.snatcher.snatchMethod" : "盗取方式"
"options.role.snatcher.snatchMethod.guess" : "会议猜测"
"options.role.snatcher.snatchMethod.interaction" : "主动交互"
"options.role.snatcher.snatchCoolDown" : "盗取冷却"
"options.role.snatcher.obviousGuessFailure" : "猜测错误提示"
"options.role.snatcher.clockCoolDown" : "变速冷却"
"options.role.snatcher.clockDuration" : "变速持续时间"
"options.role.snatcher.clockRatio" : "冷却变速倍率"
"options.role.snatcher.killCooldownRewindAfterUsurp" : "盗取后重置击杀冷却"
"options.role.snatcher.group.snatch" : "盗取能力设置"
"options.role.snatcher.group.clock" : "冷却变速设置"
"stats.snatcher.snatch" : "盗取职业次数"

"role.sniper.name" : "狙击手"
"role.sniper.short" : "狙"
"role.sniper.blurb" : "一枪制敌"
"options.role.sniper.detail" : "狙击手可以远程狙杀玩家。子弹可以穿墙。<br>狙击手开枪时，附近的玩家屏幕上会在开枪位置显示标记。"
"options.role.sniper.snipeCoolDown" : "狙击冷却"
"options.role.sniper.shotSize" : "子弹大小"
"options.role.sniper.shotEffectiveRange" : "有效射程范围"
"options.role.sniper.shotNoticeRange" : "出现枪声标记范围"
"options.role.sniper.storeRifleOnFire" : "开火后自动收枪"
"options.role.sniper.storeRifleOnUsingUtility" : "进行交互自动收枪"
"options.role.sniper.canSeeRifleInShadow" : "可在视野范围之外看到狙击枪"
"options.role.sniper.canKillHidingPlayer" : "可击杀通风口内玩家"
"options.role.sniper.aimAssist" : "辅助瞄准"
"options.role.sniper.delayInAimAssistActivation" : "辅助瞄准激活延迟"
"options.role.sniper.canKillImpostor" : "可击杀队友"
"role.sniper.shotRange" : "狙击手: <color=white>有效射程</color>"
"role.sniper.soundRange" : "狙击手: <color=white>枪声可知范围</color>"
"role.sniper.shotSize" : "狙击手<color=white>: 子弹大小</color>"
"stats.sniper.misshot" : "未击中目标次数"
"stats.sniper.shot" : "开火次数"

"role.stirrer.name" : "幻术师"
"role.stirrer.short" : "幻"
"role.stirrer.blurb" : "死在我的幻术下吧"
"options.role.stirrer.detail" : "幻术师可以对玩家施加幻术，让其以为有破坏。<br>如果该玩家没有修复假破坏，则会因为破坏死去。"
"options.role.stirrer.stirCoolDown" : "施法冷却"
"options.role.stirrer.sabotageCharge" : "破坏任务数"
"options.role.stirrer.sabotageMaxCharge" : "单一玩家最多致幻次数"
"options.role.stirrer.sabotageCoolDown" : "致幻冷却"
"options.role.stirrer.sabotageInterval" : "致幻额外时间"
"stats.stirrer.stir" : "施法次数"
"stats.stirrer.sabo" : "致幻次数"

"role.thurifer.name" : "调香师"
"role.thurifer.short" : "香"
"role.thurifer.blurb" : "让死亡在芬芳中悄然累积"
"options.role.thurifer.detail" : "调香师通过香炉烟气进行延迟击杀"
"options.role.thurifer.inhalationSpeed" : "香熏效果增长速度"
"options.role.thurifer.maxIntoxication" : "最大烟气吸入量"
"options.role.thurifer.curseDuration" : "香炉激活持续时间"
"options.role.thurifer.numOfThuribulums" : "最多存在香炉数量"
"options.role.thurifer.thuribulumRange" : "香炉烟气范围"
"options.role.thurifer.maxKillDelay" : "最大击杀延迟"
"options.role.thurifer.showBlink" : "击杀超过3秒时闪光"
"options.role.thurifer.activationDelay" : "香炉延迟激活时间"
"stats.thurifer.activate" : "点燃香炉次数"
"stats.thurifer.impute" : "转移香炉次数"

"role.viper.name" : "毒蛇"
"role.viper.short" : "蛇"
"role.viper.blurb" : "使用酸液溶解受害者"
"options.role.viper.detail" : "毒蛇造成击杀后，尸体会被酸液缓慢溶解。。<br>被彻底溶解的尸体无法报告。"
"options.role.viper.acidCooldown" : "击杀冷却"
"options.role.viper.dissolveDuration" : "完全溶解所需时间"
"options.role.viper.acidLeavesBone" : "留下遗骸"
"options.role.viper.canReportBone" : "可以报告遗骸"

"role.whammy.name" : "气球商人"
"role.whammy.short" : "气"
"role.whammy.blurb" : "轻飘飘~"
"options.role.whammy.detail" : "气球商人可在任务点放置气球陷阱，<br>被困住的玩家需要抓紧时间把气球打破。"
"options.role.whammy.balloonsInStarting" : "初始气球数量"
"options.role.whammy.balloonsByKilling" : "击杀获得气球数量"
"options.role.whammy.balloonsTimeLimit" : "气球持续时间"
"options.role.whammy.numOfMaxMinigameConsoles" : "弹弓数量"
"options.role.whammy.numOfMaxMinigameToBreakBalloon" : "打破气球保底弹弓次数"
"options.role.whammy.playSeOnPlacingBalloon" : "放置气球时播放音效"
"options.role.whammy.seStrength" : "气球音效范围"
"options.role.whammy.placeDuration" : "放置气球所需时间"
"options.role.whammy.additionalKillCooldownByPlacement" : "放置气球后追加击杀冷却"
"options.role.whammy.stoneAssignment" : "每个弹弓石子分配数量"
"options.role.whammy.group.place" : "安放气球设置"
"options.role.whammy.group.gaining" : "获取气球设置"
"options.role.whammy.group.balloon" : "解除气球设置"
"stats.whammy.balloon" : "放置气球次数"
"roles.whammy.taskText" : "打破气球 (%TIME%s)"

# Neutral Roles

"role.arsonist.name" : "纵火犯"
"role.arsonist.short" : "纵"
"role.arsonist.blurb" : "燃起来了!"
"options.role.arsonist.detail" : "纵火犯需要给所有存活玩家涂油并进行点火。"
"options.role.arsonist.douseCoolDown" : "涂油冷却"
"options.role.arsonist.douseDuration" : "涂油所需时间"
"stats.arsonist.doused" : "已涂油玩家数量"

"role.avenger.name" : "复仇者"
"role.avenger.short" : "复"
"role.avenger.blurb" : "定让你血债血还"
"options.role.avenger.detail" : "当恋人有一方被击杀时，另一方会成为复仇者。<br>完成复仇获取胜利"
"options.role.avenger.killCoolDown" : "击杀冷却"
"options.role.avenger.canKnowExistanceOfAvenger" : "可知复仇者存在"
"options.role.avenger.canKnowExistanceOfAvenger.off" : "关"
"options.role.avenger.canKnowExistanceOfAvenger.onlyTarget" : "仅复仇目标"
"options.role.avenger.canKnowExistanceOfAvenger.on" : "开"
"options.role.avenger.targetCanKnowAvenger" : "目标知晓复仇者位置"
"options.role.avenger.showAvengerFlashForTarget" : "触发复仇者事件时目标屏幕闪光"
"options.role.avenger.notificationForAvengerInterval" : "复仇目标位置通知间隔"
"options.role.avenger.notificationForTargetInterval" : "复仇者位置通知间隔"
"stats.avenger.killTarget" : "击杀复仇对象次数"
"stats.avenger.failed" : "被复仇对象击杀次数"
"stats.avenger.defend" : "击杀复仇者数量"

"role.chainShifter.name" : "连环交换师"
"role.chainShifter.short" : "交"
"role.chainShifter.blurb" : "你的职业很好玩，现在它是我的了!"
"options.role.chainShifter.detail" : "连环交换师无法获得胜利，赶紧去找个大冤种!"
"options.role.chainShifter.shiftCoolDown" : "交换冷却"
"options.role.chainShifter.canCallEmergencyMeeting" : "可发起紧急会议"
"stats.chainShifter.shift" : "交换职业次数"

"role.dancer.name" : "舞者"
"role.dancer.short" : "舞"
"role.dancer.blurb" : "♪不如跳舞♪"
"options.role.dancer.detail" : "舞者可以通过跳舞对玩家下咒。<br>被下咒的玩家需要在会议中考虑诅咒的影响。"
"options.role.dancer.numOfSuccessfulForecastToWin" : "胜利所需完成死亡之舞数量"
"options.role.dancer.danceCoolDown" : "跳舞冷却"
"options.role.dancer.danceDuration" : "跳舞所需时间"
"options.role.dancer.danceRange" : "跳舞影响范围"
"options.role.dancer.forecastDuration" : "死亡之舞持续时间"
"options.role.dancer.finalDance" : "最后一舞模式"
"options.role.dancer.deathNotification" : "出现尸体时收到声音提示"
"options.role.dancer.forecastedFollowingSuicide" : "舞蹈家死亡后追随者自杀"
"role.dancer.taskDanceText" : "完成死亡之舞"
"role.dancer.taskFinalText" : "向所有活着的玩家展示最后一支舞蹈后获胜"
"stats.dancer.dance" : "跳舞次数"

"role.ember.name" : "余烬"
"role.ember.short" : "余"
"role.ember.blurb" : "万念俱灰"
"options.role.ember.detail" : "复仇者未成功击杀目标的产物。<br>会遭到亡魂之咒灼烧而死。"

"role.gambler.name" : "赌徒"
"role.gambler.short" : "赌"
"role.gambler.blurb" : "一无所有，或者，赢下所有!"
"options.role.gambler.detail" : "赌徒可以通过押注投票结果获得筹码。<br>洞察局势并从中获利。"
"options.role.gambler.deceiveCooldown" : "套话冷却"
"options.role.gambler.deceiveDuration" : "套话所需时间"
"options.role.gambler.initialChips" : "初始筹码数量"
"options.role.gambler.goalChips" : "胜利所需筹码数量"
"options.role.gambler.canVote" : "赌徒可进行投票"
"options.role.gambler.maxBettingPatterns" : "单次会议最大押注类型"
"options.role.gambler.chipsLimitForNoVoteBetting" : "无票押注筹码数限制"
"options.role.gambler.noticeFirstSuccess" : "首次押注成功时播报信息"
"gambler.betting.control" : "鼠标左击: 增加筹码<br>Shift + 鼠标左击: 减少筹码<br>鼠标右击: 撤销押注"
"gambler.ui.selectingHint" : "选择你要押注的目标，然后点击 + 按钮。<br><b>无票押注</b>: 选择%NV%名可能不会得票的玩家。<br><b>最多票押注</b>:选择%MV%可能会得最多票的玩家。"
"gambler.ui.multiSelecting" : "押注对象不能重复选择"
"gambler.ui.lackOfChips" :  "没有足够的筹码!"
"gambler.ui.zeroBetting" : "无票押注"
"gambler.ui.maxBetting" : "最多票押注"
"gambler.currentChips" : "持有筹码数量:"
"gambler.ui.help.add" : "选择一名玩家后点击 <b>添加筹码</b>."
